Timestamp,Sugar(%),Flour(%),Egg(%),Butter(%),Milk(%),Moisture(%),Density(g/cm3),Volume(mL),Springiness,Cohesiveness,Hardness(gf),Chewiness(mJ),Anomaly_Status
2020-08-15,19.61,45.41,19.21,14.19,11.69,5.0,0.418,488.37,0.811,0.407,302.25,1.0,Anomaly
2020-08-16,21.42,37.26,22.04,18.31,10.79,5.0,0.383,457.21,0.834,0.502,227.84,0.95,Anomaly
2020-08-17,28.4,27.96,19.09,11.48,10.91,5.0,0.309,466.54,0.829,0.741,240.6,1.48,Anomaly
2020-08-18,21.35,38.01,19.01,16.46,6.84,5.0,0.298,454.24,0.756,0.782,250.49,1.48,Anomaly
2020-08-19,26.08,36.52,22.2,13.16,10.1,5.0,0.391,484.28,0.721,0.82,302.79,1.79,Normal
2020-08-20,25.23,40.16,21.01,11.46,10.96,5.0,0.37,465.64,0.893,0.546,304.67,1.49,Anomaly
2020-08-21,21.74,37.69,20.95,15.55,11.46,5.0,0.358,453.29,0.865,0.866,392.65,2.94,Normal
2020-08-22,35.72,34.45,21.41,17.52,8.62,5.0,0.308,436.58,0.712,0.676,323.1,1.56,Anomaly
2020-08-23,28.17,30.1,15.39,12.89,8.68,8.34,0.38,454.06,0.636,0.748,137.55,0.65,Anomaly
2020-08-24,14.87,34.16,22.27,11.25,8.85,8.11,0.312,474.23,0.625,0.698,315.76,1.38,Anomaly
2020-08-25,25.93,31.6,21.84,14.77,11.07,5.0,0.345,463.37,0.633,0.461,213.0,0.62,Normal
2020-08-26,21.69,32.68,16.95,14.78,12.07,5.0,0.422,469.04,0.804,0.882,242.04,1.72,Anomaly
2020-08-27,29.26,37.35,19.27,16.37,9.19,5.0,0.317,517.14,0.618,0.461,251.27,0.72,Normal
2020-08-28,21.04,41.68,19.88,17.37,11.82,5.0,0.271,463.26,0.718,0.527,260.2,0.98,Anomaly
2020-08-29,24.43,36.58,19.6,14.85,10.25,5.0,0.297,417.55,0.864,0.807,217.49,1.52,Normal
2020-08-30,27.52,30.22,21.0,19.64,9.75,5.0,0.4,494.18,0.703,0.709,312.21,1.56,Anomaly
2020-08-31,29.33,36.78,24.29,15.56,9.58,5.0,0.363,381.69,0.867,0.819,215.35,1.53,Anomaly
2020-09-01,19.0,39.79,23.25,14.13,11.49,5.0,0.344,395.93,0.861,0.658,321.4,1.82,Anomaly
2020-09-02,23.33,32.56,16.06,10.97,10.65,8.63,0.325,466.79,0.686,0.588,434.22,1.75,Anomaly
2020-09-03,22.63,34.46,21.87,14.34,14.55,5.0,0.374,475.82,0.855,0.861,220.24,1.62,Anomaly
2020-09-04,21.73,35.06,23.99,14.16,8.3,5.0,0.308,387.75,0.862,0.418,282.93,1.02,Anomaly
2020-09-05,33.83,31.86,21.16,17.4,11.04,5.0,0.365,430.86,0.739,0.828,148.59,0.91,Anomaly
2020-09-06,27.02,37.59,23.27,16.16,8.94,5.0,0.313,419.7,0.674,0.515,281.94,0.98,Anomaly
2020-09-07,18.7,34.52,26.04,12.05,8.26,5.0,0.305,425.67,0.782,0.824,338.56,2.18,Anomaly
2020-09-08,29.59,36.68,23.07,15.43,9.98,5.0,0.318,497.18,0.922,0.47,343.24,1.49,Normal
2020-09-09,35.61,31.45,20.75,16.68,10.27,5.0,0.331,485.33,0.824,0.69,304.64,1.73,Anomaly
2020-09-10,30.16,33.25,23.14,18.82,15.84,5.0,0.348,449.04,0.661,0.844,353.36,1.97,Anomaly
2020-09-11,17.4,37.89,20.43,17.22,9.63,5.0,0.362,422.7,0.839,0.637,452.76,2.42,Anomaly
2020-09-12,22.58,33.51,20.07,16.9,7.74,5.0,0.166,382.52,0.75,0.773,402.74,2.33,Anomaly
2020-09-13,31.33,41.91,18.95,15.15,10.55,5.0,0.31,521.01,0.807,0.802,268.65,1.74,Anomaly
2020-09-14,21.46,33.4,24.69,15.97,5.85,5.0,0.33,479.61,0.857,0.768,212.93,1.4,Anomaly
2020-09-15,27.22,35.9,17.54,18.12,9.82,5.0,0.425,414.67,0.78,0.863,275.63,1.86,Anomaly
2020-09-16,28.87,38.73,24.6,11.67,10.03,5.0,0.296,485.98,0.885,0.623,243.18,1.34,Anomaly
2020-09-17,20.37,29.33,21.5,14.13,11.59,5.0,0.358,446.49,0.853,0.487,327.08,1.36,Anomaly
2020-09-18,24.7,27.96,15.8,13.07,11.95,6.51,0.425,435.64,0.815,0.424,229.13,0.79,Anomaly
2020-09-19,8.79,28.9,21.1,15.95,8.99,13.09,0.284,471.76,0.653,0.523,295.63,1.01,Anomaly
2020-09-20,19.88,40.05,13.7,18.08,9.7,5.0,0.37,412.93,0.893,0.472,350.28,1.48,Anomaly
2020-09-21,23.74,32.79,21.88,13.51,8.47,5.0,0.31,432.81,0.928,0.679,293.96,1.85,Normal
2020-09-22,18.76,45.23,22.66,9.02,7.74,5.0,0.325,456.07,0.648,0.492,243.22,0.78,Anomaly
2020-09-23,33.16,32.74,18.22,13.97,10.62,5.0,0.31,425.03,0.771,0.419,370.49,1.2,Anomaly
2020-09-24,17.85,35.74,20.37,17.28,7.45,5.0,0.313,483.45,0.691,0.418,187.26,0.54,Anomaly
2020-09-25,22.8,41.17,25.86,16.34,9.17,5.0,0.486,543.45,0.864,0.816,280.33,1.98,Anomaly
2020-09-26,25.65,43.02,18.48,16.07,8.01,5.0,0.392,412.29,0.853,0.696,297.5,1.77,Anomaly
2020-09-27,32.21,43.25,16.82,14.3,11.1,5.0,0.405,366.74,0.649,0.579,300.95,1.13,Anomaly
2020-09-28,17.82,39.83,24.44,11.8,13.6,5.0,0.375,349.91,0.907,0.847,310.83,2.39,Anomaly
2020-09-29,30.82,39.1,25.89,16.29,7.4,5.0,0.27,442.48,0.663,0.435,336.63,0.97,Anomaly
2020-09-30,25.05,37.37,20.01,12.91,6.29,5.0,0.37,416.84,0.879,0.89,297.88,2.33,Anomaly
2020-10-01,20.09,38.11,23.03,20.46,9.75,5.0,0.404,460.39,0.76,0.708,277.92,1.5,Anomaly
2020-10-02,27.31,32.8,24.02,16.43,10.03,5.0,0.307,456.63,0.715,0.492,275.54,0.97,Anomaly
2020-10-03,26.0,31.73,17.77,13.55,10.44,5.0,0.398,369.84,0.655,0.74,263.31,1.28,Normal
2020-10-04,22.0,34.99,18.54,13.47,9.11,5.0,0.385,359.26,0.659,0.782,347.25,1.79,Normal
2020-10-05,25.35,34.32,23.69,14.77,9.6,5.0,0.443,464.8,0.832,0.615,261.21,1.34,Anomaly
2020-10-06,23.07,33.19,25.06,14.4,10.74,5.0,0.329,456.77,0.793,0.831,350.81,2.31,Anomaly
2020-10-07,25.57,37.79,21.69,17.79,12.08,5.0,0.295,428.71,0.643,0.475,301.14,0.92,Anomaly
2020-10-08,28.31,38.82,17.36,15.47,6.09,5.0,0.332,367.14,0.639,0.539,268.72,0.93,Anomaly
2020-10-09,32.93,35.35,25.96,13.17,9.26,5.0,0.422,473.57,0.625,0.447,337.1,0.94,Anomaly
2020-10-10,18.81,40.91,18.41,19.73,10.43,5.0,0.259,513.59,0.86,0.505,256.35,1.11,Anomaly
2020-10-11,35.67,30.43,18.99,15.12,8.16,5.0,0.247,463.9,0.849,0.519,338.29,1.49,Anomaly
2020-10-12,15.24,34.23,21.03,16.92,13.46,5.0,0.354,407.63,0.62,0.859,312.76,1.67,Anomaly
2020-10-13,24.24,32.13,24.66,13.48,8.73,5.0,0.328,452.23,0.796,0.439,264.22,0.92,Anomaly
2020-10-14,27.94,27.53,22.56,15.91,9.92,5.0,0.35,381.69,0.63,0.614,331.72,1.28,Anomaly
2020-10-15,26.4,34.67,21.24,15.78,11.11,5.0,0.397,502.9,0.916,0.666,332.8,2.03,Normal
2020-10-16,21.89,34.51,21.39,10.28,8.82,5.0,0.322,454.09,0.917,0.849,369.45,2.88,Anomaly
2020-10-17,23.96,41.05,20.13,20.04,6.31,5.0,0.256,361.59,0.844,0.899,357.97,2.72,Anomaly
2020-10-18,22.53,37.52,21.67,18.23,9.14,5.0,0.452,434.97,0.924,0.777,329.48,2.37,Anomaly
2020-10-19,22.05,30.9,12.41,14.01,12.06,11.18,0.3,473.17,0.884,0.885,232.34,1.82,Anomaly
2020-10-20,29.25,42.42,19.11,12.24,9.33,5.0,0.297,433.35,0.89,0.794,446.92,3.16,Anomaly
2020-10-21,26.79,39.88,20.72,15.87,8.31,5.0,0.405,436.21,0.799,0.882,215.78,1.52,Anomaly
2020-10-22,21.54,37.33,16.55,15.22,11.85,5.0,0.331,388.78,0.707,0.754,356.96,1.9,Anomaly
2020-10-23,29.5,34.09,21.16,15.89,9.34,5.0,0.347,478.33,0.676,0.44,325.88,0.97,Normal
2020-10-24,26.54,31.16,19.39,15.48,8.98,5.0,0.374,417.58,0.715,0.601,229.55,0.99,Anomaly
2020-10-25,29.06,33.51,25.27,16.27,10.3,5.0,0.404,342.18,0.82,0.723,292.54,1.73,Anomaly
2020-10-26,28.15,39.35,24.72,18.62,11.54,5.0,0.333,431.44,0.66,0.575,295.27,1.12,Anomaly
2020-10-27,20.86,42.54,18.6,16.42,14.76,5.0,0.426,499.06,0.691,0.537,378.33,1.4,Anomaly
2020-10-28,22.2,41.17,19.55,12.38,11.65,5.0,0.243,430.65,0.764,0.689,257.2,1.35,Anomaly
2020-10-29,28.74,33.04,19.78,18.41,12.32,5.0,0.388,536.9,0.682,0.867,284.28,1.68,Anomaly
2020-10-30,28.05,30.52,18.65,19.1,8.99,5.0,0.308,471.45,0.806,0.417,159.84,0.54,Anomaly
2020-10-31,24.9,35.56,20.59,22.88,7.95,5.0,0.419,466.94,0.923,0.785,404.09,2.93,Anomaly
2020-11-01,25.59,27.93,17.73,12.19,10.12,5.79,0.357,443.58,0.862,0.761,235.77,1.55,Anomaly
2020-11-02,31.39,36.29,16.61,15.61,10.21,5.0,0.316,446.59,0.833,0.882,319.61,2.35,Anomaly
2020-11-03,22.04,34.41,21.87,9.79,7.84,5.0,0.383,436.83,0.804,0.865,293.92,2.04,Anomaly
2020-11-04,27.74,33.14,21.89,16.38,9.65,5.0,0.395,434.89,0.771,0.781,294.12,1.77,Normal
2020-11-05,23.99,28.62,17.59,13.63,10.8,6.43,0.382,476.54,0.665,0.66,348.59,1.53,Anomaly
2020-11-06,23.91,37.05,22.69,19.81,10.72,5.0,0.299,403.21,0.913,0.502,400.28,1.83,Anomaly
2020-11-07,30.49,32.87,18.11,13.06,11.01,5.0,0.326,396.21,0.687,0.673,315.09,1.46,Anomaly
2020-11-08,29.13,30.32,20.76,10.78,10.58,5.0,0.35,393.84,0.632,0.783,339.3,1.68,Anomaly
2020-11-09,29.07,23.51,22.46,13.82,8.99,5.0,0.348,552.28,0.863,0.848,319.73,2.34,Anomaly
2020-11-10,31.53,34.89,19.9,10.06,8.97,5.0,0.387,476.52,0.661,0.795,361.05,1.9,Anomaly
2020-11-11,25.11,42.09,21.36,16.88,7.6,5.0,0.249,465.22,0.73,0.498,272.23,0.99,Anomaly
2020-11-12,28.41,41.65,18.45,9.84,13.57,5.0,0.367,397.12,0.61,0.7,364.52,1.56,Anomaly
2020-11-13,23.45,33.17,19.41,15.07,10.03,5.0,0.336,481.17,0.648,0.566,366.63,1.34,Normal
2020-11-14,26.62,32.59,19.38,9.81,9.55,5.0,0.308,444.17,0.661,0.405,364.95,0.98,Anomaly
2020-11-15,24.35,36.88,17.76,14.2,8.14,5.0,0.313,460.71,0.619,0.5,260.39,0.81,Normal
2020-11-16,25.48,31.01,19.47,19.11,15.87,5.0,0.339,401.17,0.83,0.457,289.9,1.1,Anomaly
2020-11-17,27.98,36.21,15.35,15.9,7.85,5.0,0.17,458.01,0.893,0.821,314.37,2.3,Anomaly
2020-11-18,20.91,38.06,18.53,12.84,9.14,5.0,0.315,428.81,0.731,0.529,217.75,0.84,Normal
2020-11-19,35.46,39.91,19.15,14.92,10.83,5.0,0.306,411.72,0.906,0.542,395.7,1.94,Anomaly
2020-11-20,19.97,34.6,19.23,15.05,11.2,5.0,0.377,486.71,0.675,0.88,299.26,1.78,Anomaly
2020-11-21,18.93,34.19,19.28,16.18,11.92,5.0,0.31,373.11,0.714,0.59,317.04,1.34,Anomaly
2020-11-22,30.79,31.49,19.81,11.58,13.62,5.0,0.339,478.24,0.653,0.405,265.38,0.7,Anomaly
2020-11-23,28.96,31.69,21.44,16.48,11.01,5.0,0.427,484.22,0.817,0.542,220.39,0.98,Normal
2020-11-24,28.12,34.09,22.62,8.24,7.89,5.0,0.4,406.02,0.747,0.46,263.76,0.91,Anomaly
2020-11-25,28.14,36.47,18.05,13.43,9.49,5.0,0.395,408.98,0.815,0.451,313.15,1.15,Normal
2020-11-26,24.94,38.65,16.39,13.78,10.62,5.0,0.325,438.85,0.867,0.439,340.41,1.3,Anomaly
2020-11-27,20.51,31.79,16.87,16.58,14.14,5.0,0.377,464.1,0.791,0.697,309.71,1.71,Anomaly
2020-11-28,25.38,40.97,18.54,15.06,7.2,5.0,0.338,442.36,0.82,0.495,320.8,1.3,Anomaly
2020-11-29,21.61,33.92,18.94,11.49,12.41,5.0,0.34,471.68,0.927,0.581,279.78,1.51,Anomaly
2020-11-30,29.88,34.91,17.69,12.54,10.36,5.0,0.37,538.15,0.705,0.831,329.77,1.93,Normal
2020-12-01,24.26,32.01,16.11,15.5,11.68,5.0,0.32,424.61,0.726,0.612,388.97,1.73,Anomaly
2020-12-02,20.87,25.3,18.63,14.8,9.8,8.9,0.425,364.24,0.851,0.858,342.29,2.5,Anomaly
2020-12-03,23.39,38.54,20.54,13.55,8.32,5.0,0.342,491.3,0.814,0.649,348.57,1.84,Normal
2020-12-04,27.06,37.95,21.79,13.8,11.5,5.0,0.381,534.17,0.662,0.599,317.64,1.26,Normal
2020-12-05,22.18,33.87,18.33,16.74,11.31,5.0,0.423,469.64,0.732,0.775,209.81,1.19,Normal
2020-12-06,20.89,35.27,18.76,13.71,11.94,5.0,0.402,395.61,0.764,0.437,237.32,0.79,Normal
2020-12-07,26.22,37.06,17.22,14.78,9.97,5.0,0.28,443.81,0.747,0.445,327.29,1.09,Normal
2020-12-08,26.22,28.75,19.91,20.42,8.8,5.0,0.372,394.07,0.662,0.726,299.34,1.44,Anomaly
2020-12-09,22.47,32.88,17.45,11.44,6.88,5.0,0.393,482.14,0.924,0.643,326.39,1.94,Anomaly
2020-12-10,22.64,38.18,21.72,10.37,11.64,5.0,0.395,382.44,0.867,0.795,400.59,2.76,Anomaly
2020-12-11,26.16,29.98,14.64,16.96,10.85,5.0,0.294,434.99,0.768,0.858,343.56,2.26,Anomaly
2020-12-12,17.76,36.17,18.92,13.3,8.07,7.85,0.317,399.78,0.838,0.594,375.53,1.87,Anomaly
2020-12-13,17.96,29.57,20.9,14.2,8.92,6.63,0.4,456.34,0.914,0.698,305.68,1.95,Anomaly
2020-12-14,21.41,36.87,20.55,13.05,9.07,5.0,0.312,431.68,0.648,0.65,251.57,1.06,Normal
2020-12-15,23.93,34.86,28.08,14.35,7.03,5.0,0.335,458.84,0.688,0.891,296.53,1.82,Anomaly
2020-12-16,26.55,28.54,21.05,19.0,8.36,5.0,0.429,451.12,0.79,0.816,251.71,1.62,Anomaly
2020-12-17,32.38,39.66,16.99,17.01,7.73,5.0,0.348,400.67,0.88,0.856,393.5,2.96,Anomaly
2020-12-18,29.29,32.06,19.71,17.16,9.18,5.0,0.314,481.34,0.613,0.527,347.42,1.12,Normal
2020-12-19,24.2,31.76,14.67,11.46,8.52,8.72,0.306,447.56,0.944,0.786,331.23,2.46,Anomaly
2020-12-20,24.9,35.8,19.76,12.12,6.75,5.0,0.367,400.57,0.759,0.533,374.16,1.51,Anomaly
2020-12-21,19.99,39.59,17.5,7.9,14.05,5.97,0.283,562.05,0.726,0.504,178.8,0.65,Anomaly
2020-12-22,24.91,30.94,22.75,12.98,12.51,5.0,0.338,473.82,0.702,0.872,335.29,2.05,Anomaly
2020-12-23,23.56,35.25,18.35,17.39,8.44,5.0,0.367,442.34,0.661,0.41,221.36,0.6,Anomaly
2020-12-24,26.61,36.72,19.65,16.29,10.54,5.0,0.415,520.76,0.877,0.883,299.56,2.32,Normal
2020-12-25,20.86,37.77,18.09,14.45,10.83,5.0,0.383,542.09,0.934,0.475,281.3,1.25,Normal
2020-12-26,27.6,35.71,25.22,14.94,12.38,5.0,0.314,442.73,0.745,0.81,339.7,2.05,Anomaly
2020-12-27,32.66,33.53,19.04,13.28,8.36,5.0,0.409,467.37,0.933,0.538,313.69,1.57,Anomaly
2020-12-28,24.46,31.69,25.5,15.51,12.18,5.0,0.335,400.6,0.888,0.575,380.71,1.94,Anomaly
2020-12-29,27.01,35.34,22.44,16.91,8.9,5.0,0.288,442.64,0.768,0.508,263.89,1.03,Normal
2020-12-30,28.45,30.71,21.45,10.96,7.33,5.0,0.341,440.05,0.836,0.693,342.55,1.98,Anomaly
2020-12-31,22.99,23.31,21.11,15.75,11.45,6.15,0.422,459.24,0.752,0.574,309.73,1.34,Anomaly
2021-01-01,26.12,36.75,21.18,17.33,12.58,5.0,0.358,466.64,0.796,0.729,201.88,1.17,Anomaly
2021-01-02,25.06,38.62,14.22,13.96,15.18,5.0,0.351,477.99,0.62,0.408,244.88,0.62,Anomaly
2021-01-03,25.49,25.55,19.16,16.75,7.6,5.32,0.432,461.88,0.844,0.432,291.01,1.06,Anomaly
2021-01-04,21.13,30.96,22.54,22.04,11.4,5.0,0.278,389.46,0.618,0.45,366.74,1.02,Anomaly
2021-01-05,25.12,37.48,19.85,14.74,9.18,5.0,0.286,403.08,0.886,0.609,327.82,1.77,Normal
2021-01-06,27.49,43.23,15.78,15.98,11.57,5.0,0.269,422.68,0.889,0.807,229.95,1.65,Anomaly
2021-01-07,32.26,35.08,19.84,13.15,7.06,5.0,0.369,435.89,0.683,0.844,291.58,1.68,Anomaly
2021-01-08,29.8,32.09,25.11,15.45,7.47,5.0,0.358,502.54,0.713,0.522,421.07,1.57,Anomaly
2021-01-09,35.77,34.27,23.74,16.15,8.45,5.0,0.427,391.85,0.768,0.687,306.67,1.62,Anomaly
2021-01-10,21.16,40.5,19.81,15.49,10.16,5.0,0.362,432.13,0.809,0.784,280.36,1.78,Anomaly
2021-01-11,29.36,32.42,22.85,12.45,8.72,5.0,0.33,497.65,0.701,0.544,329.5,1.26,Normal
2021-01-12,25.92,31.8,18.9,15.52,11.32,5.0,0.35,435.01,0.807,0.605,345.8,1.69,Normal
2021-01-13,35.95,33.07,14.89,18.66,12.05,5.0,0.356,473.02,0.704,0.662,272.63,1.27,Anomaly
2021-01-14,20.96,31.19,17.23,16.12,11.2,6.15,0.266,443.02,0.619,0.467,330.15,0.95,Normal
2021-01-15,20.8,35.49,24.69,17.4,13.24,5.0,0.486,462.84,0.601,0.413,280.27,0.7,Anomaly
2021-01-16,22.0,41.5,19.18,14.41,10.83,5.0,0.376,438.58,0.635,0.476,343.16,1.04,Anomaly
2021-01-17,14.38,36.29,19.27,16.87,7.57,5.0,0.361,483.35,0.877,0.713,310.18,1.94,Anomaly
2021-01-18,22.37,33.99,19.1,15.7,12.73,5.0,0.381,372.75,0.937,0.437,328.92,1.35,Anomaly
2021-01-19,21.2,33.83,25.71,12.62,8.79,5.0,0.385,431.83,0.749,0.495,254.45,0.94,Anomaly
2021-01-20,25.75,28.75,24.88,15.8,11.82,5.0,0.343,464.83,0.779,0.569,250.72,1.11,Anomaly
2021-01-21,26.71,38.53,26.66,12.52,13.15,5.0,0.318,476.68,0.651,0.439,356.73,1.02,Anomaly
2021-01-22,34.38,34.69,19.52,13.42,10.91,5.0,0.38,524.65,0.793,0.496,295.24,1.16,Anomaly
2021-01-23,29.75,34.28,20.89,15.47,7.01,5.0,0.369,430.45,0.651,0.856,317.1,1.77,Anomaly
2021-01-24,22.12,47.77,15.45,15.74,8.16,5.0,0.31,523.97,0.814,0.41,281.62,0.94,Anomaly
2021-01-25,20.51,36.2,24.43,12.03,12.65,5.0,0.421,417.05,0.927,0.727,353.92,2.39,Anomaly
2021-01-26,27.46,31.99,16.5,17.63,9.66,5.0,0.365,516.43,0.668,0.592,263.53,1.04,Anomaly
2021-01-27,18.4,33.29,20.65,16.43,10.16,5.0,0.386,490.87,0.868,0.736,291.86,1.86,Anomaly
2021-01-28,34.16,39.59,16.71,13.24,11.52,5.0,0.42,404.33,0.608,0.694,347.16,1.46,Anomaly
2021-01-29,30.9,35.45,18.23,11.16,11.39,5.0,0.351,465.35,0.731,0.512,370.38,1.39,Anomaly
2021-01-30,22.65,29.25,17.49,14.64,10.56,5.98,0.366,447.44,0.639,0.824,268.57,1.41,Anomaly
2021-01-31,16.43,38.68,18.18,13.89,9.58,5.0,0.391,481.28,0.723,0.646,417.58,1.95,Anomaly
2021-02-01,31.77,32.33,18.38,15.28,9.37,5.0,0.314,438.84,0.661,0.811,318.79,1.71,Anomaly
2021-02-02,24.43,42.49,18.36,14.09,11.72,5.0,0.353,434.64,0.731,0.603,237.42,1.05,Anomaly
2021-02-03,31.19,39.32,22.5,9.98,11.11,5.0,0.356,518.45,0.746,0.892,322.14,2.14,Anomaly
2021-02-04,17.03,33.21,16.69,14.03,9.49,10.71,0.302,445.06,0.705,0.785,277.02,1.53,Anomaly
2021-02-05,22.0,40.12,20.66,14.24,12.16,5.0,0.466,491.32,0.83,0.883,326.04,2.39,Anomaly
2021-02-06,25.03,35.27,23.65,16.58,9.74,5.0,0.28,438.73,0.922,0.657,297.43,1.8,Anomaly
2021-02-07,25.23,38.41,18.46,13.25,8.3,5.0,0.285,533.33,0.74,0.637,304.46,1.44,Normal
2021-02-08,22.75,36.94,17.85,19.2,8.48,5.0,0.416,416.08,0.667,0.778,245.3,1.27,Anomaly
2021-02-09,28.11,31.61,19.31,10.22,8.04,5.0,0.386,419.29,0.695,0.84,359.4,2.1,Anomaly
2021-02-10,19.66,32.43,23.54,18.28,9.46,5.0,0.299,526.23,0.899,0.882,230.63,1.83,Anomaly
2021-02-11,24.29,39.12,20.58,14.44,12.47,5.0,0.38,427.75,0.8,0.562,233.47,1.05,Anomaly
2021-02-12,25.6,33.66,18.41,17.15,8.39,5.0,0.423,530.05,0.759,0.799,322.04,1.95,Normal
2021-02-13,27.57,33.39,21.45,15.2,10.38,5.0,0.348,494.59,0.652,0.505,396.17,1.3,Normal
2021-02-14,28.56,31.18,16.69,17.85,8.69,5.0,0.48,442.27,0.757,0.673,278.84,1.42,Anomaly
2021-02-15,19.38,36.69,22.04,14.03,9.48,5.0,0.264,359.34,0.697,0.49,342.06,1.17,Anomaly
2021-02-16,17.33,43.25,21.23,12.25,6.98,5.0,0.385,449.03,0.93,0.574,364.4,1.95,Anomaly
2021-02-17,31.39,30.73,19.08,18.55,9.56,5.0,0.408,455.08,0.909,0.866,348.88,2.75,Anomaly
2021-02-18,26.66,35.1,17.48,14.72,9.61,5.0,0.395,508.36,0.629,0.473,281.33,0.84,Normal
2021-02-19,21.26,40.65,17.34,15.55,11.08,5.0,0.34,529.42,0.781,0.716,234.54,1.31,Anomaly
2021-02-20,32.76,34.68,21.6,18.09,10.45,5.0,0.335,415.75,0.679,0.696,167.55,0.79,Anomaly
2021-02-21,25.58,36.81,23.69,12.42,7.6,5.0,0.372,490.06,0.744,0.46,284.23,0.97,Anomaly
2021-02-22,30.9,30.75,18.09,16.49,12.17,5.0,0.391,488.27,0.907,0.563,370.69,1.89,Anomaly
2021-02-23,25.34,36.71,21.38,13.53,10.42,5.0,0.38,503.67,0.785,0.681,232.55,1.24,Normal
2021-02-24,35.3,34.25,13.74,14.67,10.4,5.0,0.402,474.93,0.717,0.494,342.01,1.21,Anomaly
2021-02-25,33.78,38.94,18.25,15.18,9.98,5.0,0.299,352.88,0.673,0.8,242.99,1.31,Anomaly
2021-02-26,23.76,39.75,19.91,11.25,8.96,5.0,0.339,442.23,0.88,0.886,306.36,2.39,Anomaly
2021-02-27,29.86,45.36,17.27,13.05,10.44,5.0,0.303,392.21,0.819,0.507,342.47,1.42,Anomaly
2021-02-28,28.23,37.32,17.19,18.38,10.95,5.0,0.331,439.87,0.764,0.493,260.43,0.98,Anomaly
2021-03-01,31.84,36.3,18.0,17.22,6.51,5.0,0.401,499.0,0.676,0.627,310.23,1.31,Anomaly
2021-03-02,20.18,35.78,20.88,14.84,8.92,5.0,0.355,465.26,0.717,0.774,275.09,1.53,Anomaly
2021-03-03,28.43,33.59,19.44,15.61,9.49,5.0,0.48,507.4,0.936,0.541,342.31,1.73,Normal
2021-03-04,30.29,36.35,13.29,14.26,10.51,5.0,0.36,467.09,0.782,0.41,314.12,1.01,Anomaly
2021-03-05,16.21,33.82,13.64,18.39,12.39,8.35,0.353,385.08,0.74,0.671,303.39,1.51,Anomaly
2021-03-06,19.08,35.67,18.18,14.5,8.46,5.0,0.355,323.96,0.782,0.878,393.5,2.7,Anomaly
2021-03-07,14.8,40.27,21.37,15.58,9.0,5.0,0.318,457.44,0.873,0.596,339.74,1.77,Anomaly
2021-03-08,23.65,30.97,11.76,17.87,8.97,6.39,0.347,439.3,0.719,0.61,258.58,1.13,Anomaly
2021-03-09,28.59,39.56,18.5,13.06,8.4,5.0,0.406,401.15,0.663,0.884,294.85,1.73,Anomaly
2021-03-10,32.51,40.27,18.42,18.9,9.31,5.0,0.356,364.97,0.805,0.747,295.45,1.78,Anomaly
2021-03-11,25.37,34.53,24.17,11.17,11.54,5.0,0.31,413.26,0.833,0.76,304.82,1.93,Anomaly
2021-03-12,33.14,26.51,18.84,19.07,7.89,5.0,0.304,440.28,0.849,0.681,451.47,2.61,Anomaly
2021-03-13,18.1,32.57,21.15,14.07,10.86,5.0,0.327,483.29,0.909,0.887,322.25,2.6,Anomaly
2021-03-14,16.48,40.19,20.42,14.39,6.6,5.0,0.354,459.43,0.73,0.744,177.85,0.97,Anomaly
2021-03-15,24.72,34.91,13.61,10.27,8.88,10.19,0.41,530.4,0.626,0.848,267.43,1.42,Anomaly
2021-03-16,26.92,31.0,22.3,13.86,9.34,5.0,0.283,398.22,0.935,0.75,184.06,1.29,Anomaly
2021-03-17,24.84,32.98,20.65,12.4,13.35,5.0,0.334,494.05,0.752,0.768,280.21,1.62,Anomaly
2021-03-18,14.66,38.36,21.52,13.48,9.45,6.82,0.357,452.36,0.818,0.545,180.76,0.81,Anomaly
2021-03-19,24.55,37.19,31.78,14.66,5.6,5.0,0.258,484.73,0.833,0.552,247.7,1.14,Anomaly
2021-03-20,18.48,34.04,13.75,17.39,6.0,10.66,0.308,428.17,0.791,0.791,208.76,1.31,Anomaly
2021-03-21,28.35,33.53,25.17,15.52,10.07,5.0,0.316,503.58,0.672,0.548,323.05,1.19,Anomaly
2021-03-22,26.83,33.43,19.14,15.77,11.23,5.0,0.31,464.76,0.864,0.681,300.03,1.77,Normal
2021-03-23,20.3,31.31,20.86,12.26,10.75,5.0,0.36,416.03,0.881,0.525,318.18,1.47,Anomaly
2021-03-24,22.43,41.46,19.86,12.8,10.34,5.0,0.342,449.4,0.794,0.808,293.73,1.88,Anomaly
2021-03-25,19.7,33.71,18.73,19.5,12.32,5.0,0.322,438.02,0.771,0.455,216.34,0.76,Anomaly
2021-03-26,24.69,39.87,18.29,13.16,8.92,5.0,0.371,474.46,0.64,0.815,330.81,1.73,Anomaly
2021-03-27,29.78,41.09,20.99,19.14,11.79,5.0,0.436,391.01,0.629,0.701,415.33,1.83,Anomaly
2021-03-28,20.07,38.99,15.45,14.39,6.74,5.0,0.432,448.53,0.719,0.493,324.55,1.15,Anomaly
2021-03-29,27.52,33.27,22.25,15.01,8.19,5.0,0.254,469.77,0.709,0.671,274.44,1.31,Normal
2021-03-30,22.35,36.61,18.75,17.68,6.39,5.0,0.379,451.65,0.934,0.541,214.32,1.08,Anomaly
2021-03-31,21.04,34.9,16.61,18.18,9.45,5.0,0.341,517.35,0.874,0.562,245.52,1.21,Anomaly
